MarketSegmentID;SecurityID;ExecID;ApplSeqNum;PartitionID;CompletionIndicator;TradeCondition;AggressorSide;LastQty;LastPx;RestingHiddenQty;RestingCxlQty;RequestTime;AggressorTime;TransactTime;EOBICaptTime;ETICaptTime
52408;2504501;1534402803098524274;30464;54;1;255;1;111;4264000000;;0;1534402803098455203;1534402803098519571;1534402803098574361;1534402803098576041;
52408;2504501;1534402803130589112;30499;54;1;255;1;99;4264000000;;0;1534402803130565293;1534402803130584458;1534402803130631999;1534402803130633441;1534402803130564019
52408;2504501;1534402803135381294;30505;54;0;255;2;137;4263000000;;0;1534402803135363013;1534402803135378347;1534402803135432113;1534402803135433606;1534402803135361745
52408;2504501;1534402803156810177;30524;54;1;255;2;92;4263000000;;0;1534402803156766533;1534402803156789397;1534402803156846800;1534402803156848412;1534402803156765270
52408;2504501;1534402803156878665;30525;54;1;255;2;20;4263000000;;0;1534402803156852811;1534402803156873514;1534402803156914432;1534402803156916054;1534402803156851566
53294;2505387;1534402803268904098;1227360;56;1;255;1;90;1718000000;;0;1534402803268839475;1534402803268899511;1534402803268936909;1534402803268938464;
53294;2505387;1534402803272050083;1227365;56;1;255;1;1271;1718000000;;0;1534402803272030339;1534402803272044857;1534402803272083326;1534402803272085051;1534402803272029212
53294;2505387;1534402803292194377;1227401;56;1;255;1;317;1720000000;;0;1534402803292149193;1534402803292189370;1534402803292221190;1534402803292222618;
53294;2505387;1534402803292253843;1227402;56;1;255;1;183;1720000000;;0;1534402803292226895;1534402803292248177;1534402803292279355;1534402803292280851;1534402803292225773
52931;2505024;1534402803809535776;26476;53;0;255;1;940;2138000000;;0;;;1534402803810303896;1534402803810306925;
52931;2505024;1534402803809588953;26478;53;1;255;1;1500;2138000000;;0;;;1534402803810311781;1534402803810312890;
52931;2505024;1534402803809751445;26479;53;1;255;1;601;2138000000;;0;1534402803809715233;1534402803809742094;1534402803810316081;1534402803810317344;1534402803809714065
52931;2505024;1534402803810347453;26481;53;0;255;1;13232;2138000000;;0;1534402803810317933;1534402803810340234;1534402803810396686;1534402803810397783;1534402803810316771
54120;2506272;1534402803828497527;1227508;56;1;255;2;60;3275000000;;0;1534402803828424531;1534402803828492116;1534402803828529372;1534402803828531014;1534402803828369525
54120;2506272;1534402803845617565;1227522;56;1;255;2;20;3275000000;;0;1534402803845560126;1534402803845612984;1534402803845645430;1534402803845646882;
52931;2505024;1534402803865586302;26574;53;0;255;2;1176;2138000000;;0;1534402803865536364;1534402803865583161;1534402803865634375;1534402803865635838;
52931;2505024;1534402803885993392;26589;53;1;255;1;2317;2140000000;;0;1534402803885948045;1534402803885988605;1534402803886043860;1534402803886045298;
52931;2505024;1534402803887898537;26595;53;1;255;2;38;2139000000;;0;1534402803887857141;1534402803887894850;1534402803887938778;1534402803887940398;1534402803887805138
52931;2505024;1534402804039772624;26624;53;0;255;1;4332;2141000000;;0;1534402804039707139;1534402804039769391;1534402804039824390;1534402804039825908;
52931;2505024;1534402804042863649;26629;53;1;255;1;1709;2141000000;;0;1534402804042846553;1534402804042860357;1534402804042907856;1534402804042909341;1534402804042845381
52931;2505024;1534402804510917994;26667;53;1;255;2;5;2139000000;;0;1534402804510897375;1534402804510913646;1534402804510955268;1534402804510956901;1534402804510896230
57235;2538239;1534402804609252237;212268;70;1;255;2;45;2786000000;;0;1534402804609180543;1534402804609238397;1534402804609304960;1534402804609306631;
52931;2505024;1534402804892621975;26691;53;0;255;2;888;2139000000;;0;1534402804892570642;1534402804892617734;1534402804892673054;1534402804892674683;
52931;2505024;1534402805204360618;26705;53;1;255;2;71;2139000000;;0;1534402805204341211;1534402805204356512;1534402805204404928;1534402805204406317;1534402805204340038
52931;2505024;1534402805204507265;26709;53;1;255;2;500;2138000000;;0;1534402805204491415;1534402805204502179;1534402805204555372;1534402805204557030;1534402805204490258
52957;2505050;1534402805671632593;30779;52;0;255;2;300;8984000000;;0;1534402805671618871;1534402805671628884;1534402805671688605;1534402805671690117;1534402805671617779
52957;2505050;1534402805671714292;30781;52;0;255;2;191;8984000000;;0;1534402805671695069;1534402805671709481;1534402805671756362;1534402805671757892;1534402805671693991
52957;2505050;1534402805704528533;30807;52;1;255;2;245;8982000000;;0;1534402805704474253;1534402805704524310;1534402805704562720;1534402805704564061;
57238;2538242;1534402805825654587;212341;70;0;255;2;272;1360000000;;0;1534402805825581281;1534402805825641897;1534402805825715323;1534402805825717107;1534402805825528842
57238;2538242;1534402805827642616;212343;70;1;255;2;340;1360000000;;0;1534402805827572277;1534402805827627801;1534402805827684433;1534402805827686018;1534402805827520133
52813;2504906;1534402807000800623;34063;51;1;255;1;117;9844000000;;0;1534402807000740192;1534402807000797208;1534402807000842142;1534402807000843375;
52813;2504906;1534402807053647400;34115;51;1;255;1;20;9844000000;;0;1534402807053584963;1534402807053644035;1534402807053679946;1534402807053681533;
57642;2570909;1534402807808320469;299824;80;1;255;2;100;2510000000;;0;;;1534402807808402742;1534402807808406759;
57642;2570909;1534402807808379927;299825;80;0;255;2;400;2500000000;;0;;;1534402807808422995;1534402807808424422;
53012;2505105;1534402808277461978;34131;50;1;255;1;100;1970000000;;0;;;1534402808278010730;1534402808278017034;
53012;2505105;1534402808389540987;34265;50;1;255;1;57;1970000000;;0;1534402808389485400;1534402808389536411;1534402808389572878;1534402808389574429;
53012;2505105;1534402808389632318;34266;50;0;255;1;1342;1970000000;;0;1534402808389612995;1534402808389627569;1534402808389668340;1534402808389669632;1534402808389611885
53012;2505105;1534402808394607746;34271;50;1;255;1;191;1970000000;;0;1534402808394553708;1534402808394603031;1534402808394635460;1534402808394637098;
53020;2505113;1534402808598165983;31174;52;1;255;2;9;13730000000;;0;1534402808598128587;1534402808598162857;1534402808598194609;1534402808598196190;1534402808598127496
52837;2504930;1534402808978175676;1228330;56;0;255;1;85;4086000000;;0;;;1534402808978298715;1534402808978300279;
52837;2504930;1534402808978240740;1228332;56;1;255;1;86;4086000000;;0;;;1534402808978311663;1534402808978312660;
52837;2504930;1534402808978272059;1228333;56;1;255;1;25;4086000000;;0;;;1534402808978315941;1534402808978317290;
52837;2504930;1534402808988933328;1228363;56;1;255;2;56;4062000000;;0;1534402808988892233;1534402808988929703;1534402808988962144;1534402808988963640;
53012;2505105;1534402809044667212;34310;50;1;255;1;100;1973500000;;0;1534402809044596583;1534402809044661926;1534402809044701058;1534402809044702459;
53012;2505105;1534402809044745942;34311;50;1;255;1;740;1973500000;;0;1534402809044728861;1534402809044740480;1534402809044776365;1534402809044777858;1534402809044727748
52931;2505024;1534402809210999740;26825;53;1;255;2;64;2137000000;;0;1534402809210922950;1534402809210988354;1534402809211042189;1534402809211043578;
52931;2505024;1534402809211073408;26826;53;0;255;2;1245;2137000000;;0;1534402809211057075;1534402809211068607;1534402809211117026;1534402809211118577;1534402809211055914
57192;2538196;1534402809243477437;212609;70;1;255;1;47;721000000;;0;1534402809243399708;1534402809243463071;1534402809243518247;1534402809243520188;1534402809243344660
52769;2504862;1534402809400565761;1228453;56;1;255;1;4;30400000000;;0;1534402809400482021;1534402809400560937;1534402809400590652;1534402809400592361;
52769;2504862;1534402809400659877;1228454;56;0;255;1;30;30400000000;;0;1534402809400641405;1534402809400654702;1534402809400691196;1534402809400692658;1534402809400640304
52769;2504862;1534402809441540479;1228498;56;1;255;2;6;30400000000;;0;1534402809441523127;1534402809441535967;1534402809441568900;1534402809441570488;
52345;2504438;1534402810360241422;1228627;56;1;255;1;18;2440000000;;0;1534402810360224039;1534402810360236699;1534402810360277079;1534402810360278485;1534402810360222928
52909;2505002;1534402810377135511;31354;52;1;255;1;600;6980000000;;0;1534402810377077381;1534402810377130243;1534402810377173526;1534402810377175111;
52909;2505002;1534402810377224937;31357;52;0;255;1;100;6980000000;;0;1534402810377197839;1534402810377213198;1534402810377252023;1534402810377253492;1534402810377196747
52909;2505002;1534402810377248303;31359;52;0;255;1;69;6980000000;;0;1534402810377214789;1534402810377224510;1534402810377282795;1534402810377284352;1534402810377213707
52909;2505002;1534402810382522387;31375;52;1;255;1;206;6982000000;;0;1534402810382510089;1534402810382519273;1534402810382549576;1534402810382551135;1534402810382509001
52909;2505002;1534402810386241026;31395;52;1;255;2;100;6980000000;;0;1534402810386223457;1534402810386233195;1534402810386267511;1534402810386269060;1534402810386222383
52909;2505002;1534402810388452013;31415;52;0;255;2;300;6976000000;;0;1534402810388430647;1534402810388448346;1534402810388484943;1534402810388486513;1534402810388429573
52931;2505024;1534402810903735110;26861;53;1;255;2;171;2136000000;;0;1534402810903711215;1534402810903731647;1534402810903781692;1534402810903782871;1534402810903710054
52931;2505024;1534402810970654893;26872;53;0;255;2;1099;2135000000;;0;1534402810970591058;1534402810970651247;1534402810970708362;1534402810970709798;
52931;2505024;1534402810970734988;26874;53;1;255;1;5200;2135000000;;0;1534402810970720597;1534402810970731753;1534402810970778071;1534402810970779565;1534402810970719452
52931;2505024;1534402810970821806;26879;53;1;255;1;3701;2135000000;;0;1534402810970734127;1534402810970761333;1534402810970859171;1534402810970860736;1534402810970732970
52931;2505024;1534402810970923392;26884;53;1;255;1;225;2135000000;;0;1534402810970784619;1534402810970799435;1534402810970961141;1534402810970962746;1534402810970783450
52931;2505024;1534402810973810727;26896;53;1;255;2;440;2135000000;;0;1534402810973796799;1534402810973807113;1534402810973854627;1534402810973856455;1534402810973795640
52931;2505024;1534402810975727875;26898;53;1;255;2;156;2134000000;;0;1534402810975713677;1534402810975723307;1534402810975766574;1534402810975768185;1534402810975712530
52931;2505024;1534402811009362904;26927;53;1;255;1;1400;2134000000;;0;1534402811009348207;1534402811009358232;1534402811009401085;1534402811009402512;1534402811009347046
52931;2505024;1534402811009397082;26928;53;1;255;1;199;2134000000;;0;1534402811009353757;1534402811009364945;1534402811009438856;1534402811009440084;1534402811009352602
52931;2505024;1534402811009456543;26930;53;1;255;1;700;2134000000;;0;1534402811009412289;1534402811009421524;1534402811009489501;1534402811009490836;1534402811009411117
52931;2505024;1534402811009497581;26931;53;1;255;1;1;2134000000;;0;1534402811009426929;1534402811009436400;1534402811009550989;1534402811009552461;1534402811009425777
52931;2505024;1534402811014107517;26940;53;1;255;2;412;2134000000;;0;1534402811014038091;1534402811014103739;1534402811014147312;1534402811014148864;1534402811013982705
52885;2504978;1534402811048588344;26976;53;0;255;1;180;11250000000;;0;1534402811048539243;1534402811048580544;1534402811048625524;1534402811048627070;
52885;2504978;1534402811138611782;27025;53;1;255;2;1;11250000000;;0;1534402811138571203;1534402811138606793;1534402811138642526;1534402811138644197;1534402811138570035
52885;2504978;1534402811138673523;27026;53;0;255;2;139;11250000000;;0;1534402811138658411;1534402811138669852;1534402811138706582;1534402811138708172;1534402811138657260
52861;2504954;1534402811449285859;34794;50;1;255;2;890;1395500000;;0;1534402811449255421;1534402811449276122;1534402811449343056;1534402811449344785;
52861;2504954;1534402811449399746;34795;50;0;255;2;1573;1395500000;;0;1534402811449360385;1534402811449380724;1534402811449448303;1534402811449449961;1534402811449359283
52861;2504954;1534402811468525027;34816;50;0;255;2;5646;1395000000;;0;1534402811468477409;1534402811468517683;1534402811468578160;1534402811468579853;
52861;2504954;1534402811485025006;34824;50;1;255;1;934;1395500000;;0;1534402811484959756;1534402811485021617;1534402811485070501;1534402811485071958;
52769;2504862;1534402811514061778;1228796;56;1;255;2;8;30350000000;;0;1534402811514015041;1534402811514057234;1534402811514089194;1534402811514090654;1534402811514013913
52769;2504862;1534402811514134024;1228797;56;1;255;2;8;30350000000;;0;1534402811514117971;1534402811514129023;1534402811514156473;1534402811514157895;1534402811514116869
52769;2504862;1534402811514153015;1228798;56;1;255;2;4;30350000000;;0;1534402811514131561;1534402811514140526;1534402811514182081;1534402811514183584;1534402811514130450
52769;2504862;1534402811514218113;1228799;56;1;255;2;4;30350000000;;0;1534402811514199361;1534402811514212936;1534402811514248299;1534402811514249821;1534402811514198235
52769;2504862;1534402811519059675;1228803;56;1;255;2;4;30350000000;;0;1534402811519044809;1534402811519054968;1534402811519081624;1534402811519083099;1534402811519043690
52769;2504862;1534402811519111628;1228804;56;1;255;2;4;30350000000;;0;1534402811519098267;1534402811519106640;1534402811519133453;1534402811519134977;1534402811519097143
52860;2504953;1534402811896510437;34315;51;1;255;1;135;3040000000;;0;;;1534402811897325594;1534402811897327773;
53012;2505105;1534402811901561813;34881;50;0;255;2;816;1970500000;;0;1534402811901539729;1534402811901558094;1534402811901601381;1534402811901602847;1534402811901538618
52813;2504906;1534402811993873842;34455;51;1;255;2;60;9852000000;;0;1534402811993850239;1534402811993870476;1534402811993908963;1534402811993910446;1534402811993849126
52378;2504471;1534402812029990774;34515;51;0;255;1;14;20720000000;;0;1534402812029971957;1534402812029983565;1534402812030042471;1534402812030043548;1534402812029970843
52378;2504471;1534402812047320948;34545;51;1;255;2;70;20710000000;;0;1534402812047236252;1534402812047317265;1534402812047369102;1534402812047370965;
52378;2504471;1534402812047414971;34546;51;1;255;1;15;20710000000;;0;1534402812047390223;1534402812047404987;1534402812047451909;1534402812047453406;1534402812047389114
52378;2504471;1534402812063626736;34572;51;1;255;2;205;20700000000;;0;1534402812063581310;1534402812063623506;1534402812063675328;1534402812063677049;
52378;2504471;1534402812063707032;34574;51;0;255;2;365;20700000000;;0;1534402812063681357;1534402812063702234;1534402812063746809;1534402812063748329;1534402812063680243
52378;2504471;1534402812064238619;34582;51;1;255;2;138;20710000000;;0;1534402812064213857;1534402812064233893;1534402812064274203;1534402812064275797;1534402812064212744
52813;2504906;1534402812788280118;34804;51;0;255;2;72;9844000000;;0;1534402812788228954;1534402812788275225;1534402812788312112;1534402812788313662;1534402812788177836
52378;2504471;1534402813289372713;34856;51;0;255;1;26;20710000000;;0;1534402813289297754;1534402813289367596;1534402813289420481;1534402813289421933;
52931;2505024;1534402813289387976;27161;53;1;255;1;300;2136000000;;0;1534402813289342873;1534402813289384270;1534402813289433567;1534402813289435069;
52378;2504471;1534402813289472417;34861;51;1;255;2;991;20710000000;;0;1534402813289443911;1534402813289466878;1534402813289521243;1534402813289522713;1534402813289442789
52931;2505024;1534402813432487677;27180;53;1;255;2;6;2134000000;;0;1534402813432405144;1534402813432484210;1534402813432540575;1534402813432542087;
52931;2505024;1534402813862110359;27185;53;1;255;2;16;2134000000;;0;1534402813862061582;1534402813862105338;1534402813862155725;1534402813862157237;1534402813862009422
52984;2505077;1534402814168491198;31922;52;0;255;1;76;10024000000;;0;1534402814168473683;1534402814168484672;1534402814168860663;1534402814168861814;1534402814168472590
52984;2505077;1534402814171284456;31931;52;1;255;2;76;10014000000;;0;1534402814171272233;1534402814171281287;1534402814171344650;1534402814171346176;1534402814171271167
52984;2505077;1534402814213155837;32089;52;1;255;2;100;10018000000;;0;1534402814212913119;1534402814212924088;1534402814213217065;1534402814213218715;1534402814212912055
52378;2504471;1534402814507565466;34967;51;0;255;2;64;20680000000;;0;1534402814507547655;1534402814507561724;1534402814507613529;1534402814507614882;1534402814507546525
52984;2505077;1534402815027590717;32168;52;0;255;2;506;10018000000;;0;1534402815027564585;1534402815027587156;1534402815027657346;1534402815027658865;1534402815027563520
52984;2505077;1534402815050114177;32173;52;0;255;2;798;10016000000;;0;1534402815050100639;1534402815050109803;1534402815050176895;1534402815050178152;1534402815050099553
52885;2504978;1534402815088466634;27197;53;0;255;1;208;11255000000;;0;1534402815088379123;1534402815088463030;1534402815088515693;1534402815088516966;
52984;2505077;1534402815589171844;32258;52;1;255;2;100;10014000000;;0;1534402815589158281;1534402815589167656;1534402815589238953;1534402815589240665;1534402815589157195
52840;2504933;1534402815742367329;30768;54;1;255;1;24;18420000000;;0;1534402815742352731;1534402815742362643;1534402815742396990;1534402815742398675;1534402815742351515
52840;2504933;1534402815742391303;30769;54;1;255;1;100;18420000000;;0;1534402815742364071;1534402815742372430;1534402815742422894;1534402815742424471;1534402815742362855
52840;2504933;1534402815742418201;30770;54;1;255;1;100;18420000000;;0;1534402815742373489;1534402815742381935;1534402815742445115;1534402815742446672;1534402815742372276
52840;2504933;1534402815753350891;30796;54;1;255;2;11;18415000000;;0;1534402815753309488;1534402815753347782;1534402815753381962;1534402815753383599;1534402815753255435
52984;2505077;1534402815964479153;32276;52;1;255;2;500;10012000000;;0;1534402815964452967;1534402815964474828;1534402815964542455;1534402815964543571;1534402815964451877
52984;2505077;1534402815964570255;32277;52;1;255;2;966;10012000000;;0;1534402815964548521;1534402815964565451;1534402815964628335;1534402815964629930;1534402815964547454
52984;2505077;1534402815971672428;32283;52;0;255;2;134;10010000000;;0;1534402815971657075;1534402815971668938;1534402815971736339;1534402815971737908;1534402815971655996
52408;2504501;1534402816154372838;30871;54;0;255;2;126;4262000000;;0;1534402816154350213;1534402816154364890;1534402816154426911;1534402816154428489;1534402816154348981
52408;2504501;1534402816159258025;30888;54;1;255;2;24;4261000000;;0;1534402816159243241;1534402816159252614;1534402816159301920;1534402816159303303;1534402816159242002
52408;2504501;1534402816164122871;30902;54;0;255;2;150;4260000000;;0;1534402816164108999;1534402816164118084;1534402816164167732;1534402816164169343;1534402816164107784
52408;2504501;1534402816164189838;30904;54;1;255;2;150;4260000000;;0;1534402816164174073;1534402816164183134;1534402816164231610;1534402816164233350;1534402816164172835
52408;2504501;1534402816164240079;30906;54;1;255;2;287;4260000000;;0;1534402816164180011;1534402816164202272;1534402816164280349;1534402816164281503;1534402816164178772
52979;2505072;1534402816482126365;31141;54;1;255;2;177;2121000000;;0;1534402816482074039;1534402816482122510;1534402816482162319;1534402816482163853;
52979;2505072;1534402816523313993;31149;54;1;255;2;263;2121000000;;0;1534402816523273803;1534402816523310093;1534402816523353358;1534402816523354837;1534402816523272578
52839;2504932;1534402816660206884;1229386;56;1;255;1;50;4850000000;;0;1534402816660193331;1534402816660203118;1534402816660236831;1534402816660238376;1534402816660192218
52839;2504932;1534402816660302849;1229388;56;1;255;1;170;4850000000;;0;1534402816660286031;1534402816660298656;1534402816660332802;1534402816660334526;1534402816660284916
52880;2504973;1534402816684399513;35407;50;0;255;1;31;6462000000;;0;1534402816684357072;1534402816684396148;1534402816684447028;1534402816684448601;
52880;2504973;1534402816689223567;35423;50;1;255;2;30;6458000000;;0;1534402816689187273;1534402816689205181;1534402816689262416;1534402816689263917;1534402816689186155
52408;2504501;1534402816732071769;31169;54;1;255;2;23;4259000000;;0;1534402816732023678;1534402816732068431;1534402816732114537;1534402816732116054;
57223;2538227;1534402816935470253;212974;70;1;255;1;6;3902000000;;0;1534402816935407939;1534402816935458154;1534402816935507467;1534402816935508782;1534402816935356220
57719;2570986;1534402816947697857;300091;80;1;255;1;100;3985000000;;0;1534402816947625209;1534402816947681827;1534402816947738904;1534402816947740215;1534402816947572752
57719;2570986;1534402816947729002;300092;80;1;255;1;74;3985000000;;0;1534402816947642371;1534402816947684878;1534402816947778848;1534402816947780203;1534402816947592003
52570;2504663;1534402817003797934;35299;51;0;255;2;538;7803000000;;0;1534402817003729706;1534402817003793744;1534402817003868362;1534402817003869802;1534402817003669871
52570;2504663;1534402817006167946;35306;51;1;255;2;125;7803000000;;0;1534402817006154351;1534402817006163886;1534402817006212162;1534402817006213524;1534402817006153227
52570;2504663;1534402817105643740;35347;51;1;255;2;48;7801000000;;0;1534402817105609581;1534402817105640441;1534402817105690876;1534402817105692374;1534402817105608465
52570;2504663;1534402817314625668;35390;51;1;255;2;57;7801000000;;0;1534402817314606883;1534402817314622306;1534402817314666484;1534402817314668088;1534402817314605754
52570;2504663;1534402817321536114;35393;51;1;255;2;3;7801000000;;0;1534402817321512185;1534402817321532315;1534402817321573810;1534402817321575340;1534402817321511090
57719;2570986;1534402817355421780;300135;80;1;255;2;7;3982000000;;0;1534402817355354939;1534402817355408239;1534402817355480340;1534402817355482475;
52570;2504663;1534402818610564566;35457;51;0;255;2;641;7800000000;;0;1534402818610546843;1534402818610561579;1534402818610630638;1534402818610632050;1534402818610545727
52570;2504663;1534402818610832802;35464;51;1;255;2;641;7800000000;;0;1534402818610816725;1534402818610828245;1534402818610881764;1534402818610883336;1534402818610815602
52570;2504663;1534402818610907452;35465;51;1;255;2;211;7800000000;;0;1534402818610888333;1534402818610900438;1534402818610948957;1534402818610950498;1534402818610887223
52570;2504663;1534402818733731963;35505;51;1;255;1;100;7801000000;;0;1534402818733717211;1534402818733728685;1534402818733776326;1534402818733777766;1534402818733716096
52984;2505077;1534402818739441461;32421;52;1;255;2;11;10010000000;;0;1534402818739388246;1534402818739436632;1534402818739502796;1534402818739504379;
52995;2505088;1534402818739717575;31775;54;0;255;2;51;11000000000;;0;1534402818739649921;1534402818739714155;1534402818739771900;1534402818739773415;
52995;2505088;1534402818739810645;31777;54;0;255;2;463;11000000000;;0;1534402818739787937;1534402818739806880;1534402818739866374;1534402818739867856;1534402818739786711
52995;2505088;1534402818747920386;31786;54;0;255;2;514;11000000000;;0;1534402818747870749;1534402818747915559;1534402818747973943;1534402818747975468;
52995;2505088;1534402818973469413;31807;54;0;255;2;99;11000000000;;0;1534402818973427713;1534402818973465505;1534402818973523608;1534402818973525129;
52088;2504159;1534402819004549786;1229770;56;0;255;1;2;2548000000;;0;1534402819004535369;1534402819004545407;1534402819004586997;1534402819004588636;1534402819004534261
52995;2505088;1534402819024434005;31818;54;1;255;2;197;11000000000;;0;1534402819024417341;1534402819024430251;1534402819024483432;1534402819024484793;1534402819024416126
52995;2505088;1534402819029066406;31819;54;1;255;2;197;11000000000;;0;1534402819029051803;1534402819029062411;1534402819029118203;1534402819029119726;1534402819029050600
52995;2505088;1534402819031393082;31820;54;1;255;2;197;11000000000;;0;1534402819031379559;1534402819031389279;1534402819031440958;1534402819031442480;1534402819031378340
52995;2505088;1534402819037471127;31821;54;1;255;2;197;11000000000;;0;1534402819037396615;1534402819037465603;1534402819037514987;1534402819037516265;
52995;2505088;1534402819037546989;31822;54;1;255;2;69;11000000000;;0;1534402819037531689;1534402819037542219;1534402819037595069;1534402819037596571;1534402819037530481
52995;2505088;1534402819049365972;31826;54;1;255;2;125;10996000000;;0;1534402819049323849;1534402819049361153;1534402819049408375;1534402819049409917;
52808;2504901;1534402819076291121;27260;53;1;255;1;77;7050000000;;0;1534402819076251283;1534402819076274976;1534402819076319615;1534402819076320913;1534402819076250119
52808;2504901;1534402819076887307;27261;53;1;255;1;151;7050000000;;0;1534402819076868861;1534402819076881172;1534402819076918626;1534402819076920209;1534402819076867689
52995;2505088;1534402819143435241;31834;54;0;255;1;170;11004000000;;0;1534402819143420405;1534402819143431977;1534402819143490673;1534402819143492221;1534402819143419201
52984;2505077;1534402819226249687;32442;52;0;255;2;237;10010000000;;0;1534402819226233401;1534402819226246445;1534402819226311799;1534402819226313386;1534402819226232317
52861;2504954;1534402819524046530;35476;50;1;255;1;1497;1396000000;;0;1534402819523985013;1534402819524040692;1534402819524100104;1534402819524101820;
52861;2504954;1534402819524177334;35478;50;0;255;1;5425;1396000000;;1850;1534402819524145991;1534402819524156745;1534402819524264365;1534402819524265887;1534402819524144888
52378;2504471;1534402819550841969;35593;51;1;255;1;4;20700000000;;0;1534402819550823271;1534402819550833544;1534402819550883693;1534402819550885211;1534402819550822161
52345;2504438;1534402819554104784;1229836;56;1;255;2;48;2440000000;;0;1534402819554026084;1534402819554076193;1534402819554144955;1534402819554146162;
52979;2505072;1534402819554379441;31907;54;0;255;2;1603;2120000000;;0;1534402819554329714;1534402819554375643;1534402819554423282;1534402819554424858;
52345;2504438;1534402819554497590;1229841;56;0;255;2;151;2440000000;;0;1534402819554483407;1534402819554494099;1534402819554532001;1534402819554533675;1534402819554482278
52986;2505079;1534402819565611555;1229863;56;1;255;2;68;13930000000;;0;1534402819565566805;1534402819565606923;1534402819565644966;1534402819565646568;
52885;2504978;1534402819574428314;27281;53;0;255;2;172;11250000000;;0;1534402819574380771;1534402819574424495;1534402819574466139;1534402819574467691;
52813;2504906;1534402819574792597;35607;51;0;255;2;104;9846000000;;0;1534402819574735065;1534402819574787920;1534402819574825040;1534402819574826634;
57715;2570982;1534402819584328195;300173;80;0;255;2;365;2030000000;;0;1534402819584254764;1534402819584314285;1534402819584387596;1534402819584390661;
52984;2505077;1534402819867378809;32472;52;0;255;1;184;10012000000;;0;1534402819867323515;1534402819867374316;1534402819867443016;1534402819867444470;1534402819867267649
52570;2504663;1534402820011936633;35666;51;1;255;2;258;7800000000;;0;1534402820011860341;1534402820011925405;1534402820011982260;1534402820011983541;1534402820011805223
52931;2505024;1534402820072571582;27311;53;0;255;2;1882;2134000000;;0;1534402820072499740;1534402820072565367;1534402820072617283;1534402820072618840;
52931;2505024;1534402820180555805;27316;53;1;255;2;907;2134000000;;0;1534402820180515089;1534402820180540099;1534402820180595936;1534402820180597447;1534402820180513918
52931;2505024;1534402820180669421;27317;53;1;255;2;907;2134000000;;0;1534402820180644989;1534402820180664052;1534402820180710627;1534402820180712369;1534402820180643822
52931;2505024;1534402820185555451;27319;53;1;255;2;282;2134000000;;0;1534402820185539939;1534402820185550301;1534402820185591116;1534402820185592666;1534402820185538774
52931;2505024;1534402820191023912;27320;53;1;255;2;136;2134000000;;0;1534402820190976049;1534402820191019016;1534402820191064206;1534402820191065895;
52950;2505043;1534402820381186008;35534;50;1;255;1;50;17300000000;;0;1534402820381166809;1534402820381181018;1534402820381212475;1534402820381213960;1534402820381165689
52950;2505043;1534402820381292346;35539;50;1;255;1;50;17300000000;;0;1534402820381267339;1534402820381289030;1534402820381324515;1534402820381326025;1534402820381266247
52343;2504436;1534402820491252823;1230072;56;1;255;1;20;1860000000;;0;1534402820491195024;1534402820491247480;1534402820491290337;1534402820491291853;
52570;2504663;1534402820517691066;35735;51;1;255;2;125;7796000000;;0;1534402820517663575;1534402820517687281;1534402820517743967;1534402820517745432;1534402820517662466
52984;2505077;1534402820606140784;32521;52;0;255;2;126;10010000000;;0;1534402820606098765;1534402820606137102;1534402820606202671;1534402820606204270;
52984;2505077;1534402820606245069;32523;52;0;255;2;272;10010000000;;0;1534402820606219769;1534402820606240470;1534402820606307648;1534402820606309102;1534402820606218677
52984;2505077;1534402820618397736;32529;52;0;255;2;322;10008000000;;0;1534402820618381917;1534402820618390733;1534402820618466857;1534402820618468299;1534402820618380838
52861;2504954;1534402820627669264;35627;50;1;255;2;79;1395500000;;0;1534402820627644449;1534402820627658507;1534402820627722622;1534402820627724178;1534402820627643330
52861;2504954;1534402820629316003;35632;50;0;255;1;3752;1396500000;;0;1534402820629299395;1534402820629310549;1534402820629369163;1534402820629370778;1534402820629298282
52861;2504954;1534402820629727933;35643;50;0;255;2;38;1395500000;;0;1534402820629713393;1534402820629723031;1534402820629775057;1534402820629776660;1534402820629712284
52979;2505072;1534402820713557150;32015;54;1;255;1;500;2122000000;;0;1534402820713539123;1534402820713551187;1534402820713596803;1534402820713598476;1534402820713537902
52840;2504933;1534402820766430504;32028;54;0;255;2;153;18430000000;;0;1534402820766407297;1534402820766427275;1534402820766472112;1534402820766473618;1534402820766406102
52378;2504471;1534402821405915905;35843;51;1;255;2;33;20690000000;;0;1534402821405896329;1534402821405912041;1534402821405961692;1534402821405963210;1534402821405895220
53021;2505114;1534402821706594485;32660;52;1;255;1;35;13998000000;;0;;;1534402821707687836;1534402821707689718;
53021;2505114;1534402821713194967;32680;52;1;255;1;65;13998000000;;0;1534402821713175997;1534402821713190141;1534402821713232747;1534402821713234442;1534402821713174896
53021;2505114;1534402821724044288;32816;52;1;255;1;12;13992000000;;0;1534402821724028281;1534402821724039680;1534402821724076619;1534402821724078461;1534402821724027192
52378;2504471;1534402821884152883;35852;51;1;255;2;18;20690000000;;0;1534402821884099495;1534402821884149255;1534402821884194817;1534402821884196279;
52378;2504471;1534402821893152624;35855;51;0;255;2;98;20690000000;;0;1534402821893135897;1534402821893148236;1534402821893198907;1534402821893200439;1534402821893134775
